OD,pt120,114.4277,282.8409,39.7045
OD,pt121,114.4310,282.8428,39.7045
OD,pt122,114.4342,282.8447,39.7045
OD,pt123,114.4369,282.8463,39.7045
OD,pt124,114.4401,282.8481,39.7045
OD,pt125,114.4430,282.8498,39.7045
OD,pt126,114.4460,282.8516,39.7045
OD,pt127,114.4493,282.8535,39.7045
OD,pt128,114.4519,282.8550,39.7045
OD,pt129,114.4552,282.8568,39.7045
OD,pt130,114.4584,282.8587,39.7045
OD,pt131,114.4609,282.8602,39.7045
OD,pt132,114.4641,282.8621,39.7045
OD,pt133,114.4672,282.8639,39.7045
OD,pt134,114.4700,282.8655,39.7045
OD,pt135,114.4733,282.8674,39.7045
OD,pt136,114.4762,282.8690,39.7045
OD,pt137,114.4792,282.8707,39.7045
OD,pt138,114.4826,282.8725,39.7045
OD,pt139,114.4852,282.8740,39.7045
OD,pt140,114.4884,282.8759,39.7045
OD,pt141,114.4916,282.8778,39.7045
OD,pt142,114.4941,282.8793,39.7045
OD,pt143,114.4973,282.8812,39.7045
OD,pt144,114.5005,282.8830,39.7045
OD,pt145,114.5032,282.8845,39.7045
OD,pt146,114.5066,282.8864,39.7045
OD,pt147,114.5096,282.8880,39.7045
OD,pt148,114.5125,282.8897,39.7045
OD,pt149,114.5158,282.8916,39.7045
OD,pt150,114.5185,282.8932,39.7045
OD,pt151,114.5217,282.8950,39.7045
OD,pt152,114.5250,282.8969,39.7045
OD,pt153,114.5274,282.8983,39.7045
OD,pt154,114.5306,282.9002,39.7045
OD,pt155,114.5339,282.9021,39.7045
OD,pt156,114.5365,282.9036,39.7045
OD,pt157,114.5398,282.9054,39.7045
OD,pt158,114.5428,282.9072,39.7045
OD,pt159,114.5457,282.9088,39.7045
OD,pt160,114.5490,282.9107,39.7045
OD,pt161,114.5517,282.9123,39.7045
OD,pt162,114.5549,282.9141,39.7045
OD,pt163,114.5582,282.9159,39.7045
OD,pt164,114.5607,282.9173,39.7045
OD,pt165,114.5641,282.9192,39.7045
OD,pt166,114.5674,282.9211,39.7045
OD,pt167,114.5699,282.9224,39.7045
OD,pt168,114.5732,282.9242,39.7045
OD,pt169,114.5765,282.9261,39.7045
OD,pt170,114.5792,282.9276,39.7045
OD,pt171,114.5824,282.9295,39.7045
OD,pt172,114.5853,282.9312,39.7045
OD,pt173,114.5883,282.9329,39.7045
OD,pt174,114.5916,282.9348,39.7045
OD,pt175,114.5942,282.9363,39.7045
OD,pt176,114.5975,282.9382,39.7045
OD,pt177,114.6008,282.9400,39.7045
OD,pt178,114.6032,282.9414,39.7045
OD,pt179,114.6065,282.9432,39.7045
OD,pt180,114.6098,282.9451,39.7045
OD,pt181,114.6124,282.9466,39.7045
OD,pt182,114.6157,282.9485,39.7045
OD,pt183,114.6187,282.9503,39.7045
OD,pt184,114.6216,282.9519,39.7045
OD,pt185,114.6249,282.9538,39.7045
OD,pt186,114.6276,282.9554,39.7045
OD,pt187,114.6308,282.9572,39.7045
OD,pt188,114.6340,282.9591,39.7045
OD,pt189,114.6365,282.9605,39.7045
OD,pt190,114.6398,282.9624,39.7045
OD,pt191,114.6430,282.9643,39.7045
OD,pt192,114.6456,282.9658,39.7045
OD,pt193,114.6489,282.9676,39.7045
OD,pt194,114.6519,282.9694,39.7045
OD,pt195,114.6548,282.9710,39.7045
OD,pt196,114.6581,282.9728,39.7045
OD,pt197,114.6609,282.9744,39.7045
OD,pt198,114.6641,282.9762,39.7045
OD,pt199,114.6673,282.9781,39.7045
OD,pt200,114.6698,282.9796,39.7045
OD,pt201,114.6731,282.9814,39.7045
OD,pt202,114.6765,282.9833,39.7045
OD,pt203,114.6789,282.9847,39.7045
OD,pt204,114.6822,282.9866,39.7045
OD,pt205,114.6853,282.9884,39.7045
OD,pt206,114.6881,282.9900,39.7045
OD,pt207,114.6914,282.9919,39.7045
OD,pt208,114.6943,282.9935,39.7045
OD,pt209,114.6973,282.9952,39.7045
OD,pt210,114.7006,282.9971,39.7045
OD,pt211,114.7033,282.9986,39.7045
OD,pt212,114.7065,283.0004,39.7045
OD,pt213,114.7098,283.0023,39.7045
OD,pt214,114.7122,283.0037,39.7045
OD,pt215,114.7155,283.0055,39.7045
OD,pt216,114.7189,283.0074,39.7045
OD,pt217,114.7215,283.0088,39.7045
OD,pt218,114.7247,283.0107,39.7045
OD,pt219,114.7278,283.0125,39.7045
OD,pt220,114.7307,283.0142,39.7045
OD,pt221,114.7338,283.0161,39.7045
OD,pt222,114.7365,283.0177,39.7045
OD,pt223,114.7398,283.0196,39.7045
OD,pt224,114.7430,283.0215,39.7045
OD,pt225,114.7454,283.0228,39.7045
OD,pt226,114.7487,283.0247,39.7045
OD,pt227,114.7521,283.0265,39.7045
OD,pt228,114.7547,283.0279,39.7045
OD,pt229,114.7580,283.0298,39.7045
OD,pt230,114.7612,283.0315,39.7045
OD,pt231,114.7640,283.0330,39.7045
OD,pt232,114.7673,283.0349,39.7045
OD,pt233,114.7702,283.0366,39.7045
OD,pt234,114.7732,283.0383,39.7045
OD,pt235,114.7765,283.0401,39.7045
OD,pt236,114.7792,283.0416,39.7045
OD,pt237,114.7825,283.0434,39.7045
OD,pt238,114.7858,283.0453,39.7045
OD,pt239,114.7882,283.0467,39.7045
OD,pt240,114.7915,283.0486,39.7045
OD,pt241,114.7947,283.0505,39.7045
OD,pt242,114.7973,283.0520,39.7045
OD,pt243,114.8006,283.0538,39.7045
OD,pt244,114.8036,283.0556,39.7045
OD,pt245,114.8065,283.0572,39.7045
OD,pt246,114.8098,283.0591,39.7045
OD,pt247,114.8127,283.0606,39.7045
OD,pt248,114.8158,283.0624,39.7045
OD,pt249,114.8191,283.0642,39.7045
OD,pt250,114.8217,283.0657,39.7045
OD,pt251,114.8250,283.0675,39.7045
OD,pt252,114.8283,283.0694,39.7045
OD,pt253,114.8307,283.0708,39.7045
OD,pt254,114.8340,283.0727,39.7045
OD,pt255,114.8372,283.0745,39.7045
OD,pt256,114.8399,283.0760,39.7045
OD,pt257,114.8433,283.0779,39.7045
OD,pt258,114.8463,283.0795,39.7045
OD,pt259,114.8492,283.0811,39.7045
OD,pt260,114.8525,283.0830,39.7045
OD,pt261,114.8553,283.0846,39.7045
OD,pt262,114.8584,283.0864,39.7045
OD,pt263,114.8617,283.0883,39.7045
OD,pt264,114.8642,283.0897,39.7045
OD,pt265,114.8675,283.0916,39.7045
OD,pt266,114.8707,283.0935,39.7045
OD,pt267,114.8733,283.0949,39.7045
OD,pt268,114.8766,283.0967,39.7045
OD,pt269,114.8798,283.0985,39.7045
OD,pt270,114.8825,283.1000,39.7045
OD,pt271,114.8858,283.1019,39.7045
OD,pt272,114.8888,283.1036,39.7045
OD,pt273,114.8918,283.1053,39.7045
OD,pt274,114.8951,283.1071,39.7045
OD,pt275,114.8978,283.1086,39.7045
OD,pt276,114.9010,283.1104,39.7045
OD,pt277,114.9044,283.1122,39.7045
OD,pt278,114.9070,283.1136,39.7045
OD,pt279,114.9103,283.1154,39.7045
OD,pt280,114.9137,283.1173,39.7045
OD,pt281,114.9160,283.1187,39.7045
OD,pt282,114.9193,283.1206,39.7045
OD,pt283,114.9224,283.1225,39.7045
OD,pt284,114.9252,283.1241,39.7045
OD,pt285,114.9284,283.1259,39.7045
OD,pt286,114.9313,283.1276,39.7045
OD,pt287,114.9344,283.1293,39.7045
OD,pt288,114.9376,283.1312,39.7045
OD,pt289,114.9403,283.1327,39.7045
OD,pt290,114.9436,283.1346,39.7045
OD,pt291,114.9469,283.1364,39.7045
OD,pt292,114.9492,283.1378,39.7045
OD,pt293,114.9525,283.1397,39.7045
OD,pt294,114.9558,283.1415,39.7045
OD,pt295,114.9585,283.1430,39.7045
OD,pt296,114.9618,283.1449,39.7045
OD,pt297,114.9648,283.1466,39.7045
OD,pt298,114.9677,283.1482,39.7045
OD,pt299,114.9710,283.1501,39.7045
OD,pt300,114.9738,283.1517,39.7045
OD,pt301,114.9769,283.1534,39.7045
OD,pt302,114.9803,283.1553,39.7045
OD,pt303,114.9828,283.1567,39.7045
OD,pt304,114.9861,283.1586,39.7045
OD,pt305,114.9894,283.1605,39.7045
OD,pt306,114.9919,283.1618,39.7045
OD,pt307,114.9952,283.1637,39.7045
OD,pt308,114.9985,283.1655,39.7045
OD,pt309,115.0012,283.1669,39.7045
OD,pt310,115.0045,283.1688,39.7045
OD,pt311,115.0076,283.1705,39.7045
OD,pt312,115.0104,283.1721,39.7045
OD,pt313,115.0137,283.1740,39.7045
OD,pt314,115.0166,283.1756,39.7045
OD,pt315,115.0197,283.1773,39.7045
OD,pt316,115.0230,283.1792,39.7045
OD,pt317,115.0256,283.1806,39.7045
OD,pt318,115.0289,283.1824,39.7045
OD,pt319,115.0323,283.1843,39.7045
OD,pt320,115.0347,283.1856,39.7045
OD,pt321,115.0380,283.1875,39.7045
OD,pt322,115.0413,283.1894,39.7045
OD,pt323,115.0439,283.1907,39.7045
OD,pt324,115.0473,283.1926,39.7045
OD,pt325,115.0505,283.1943,39.7045
OD,pt326,115.0532,283.1959,39.7045
OD,pt327,115.0565,283.1978,39.7045
OD,pt328,115.0594,283.1994,39.7045
OD,pt329,115.0624,283.2011,39.7045
OD,pt330,115.0657,283.2030,39.7045
OD,pt331,115.0684,283.2045,39.7045
OD,pt332,115.0717,283.2063,39.7045
OD,pt333,115.0750,283.2082,39.7045
OD,pt334,115.0774,283.2096,39.7045
OD,pt335,115.0807,283.2114,39.7045
OD,pt336,115.0840,283.2133,39.7045
OD,pt337,115.0866,283.2148,39.7045
OD,pt338,115.0899,283.2166,39.7045
OD,pt339,115.0930,283.2184,39.7045
OD,pt340,115.0958,283.2200,39.7045
OD,pt341,115.0992,283.2218,39.7045
OD,pt342,115.1021,283.2234,39.7045
OD,pt343,115.1051,283.2251,39.7045
OD,pt344,115.1085,283.2269,39.7045
OD,pt345,115.1112,283.2284,39.7045
OD,pt346,115.1144,283.2302,39.7045
OD,pt347,115.1177,283.2321,39.7045
OD,pt348,115.1202,283.2335,39.7045
OD,pt349,115.1235,283.2354,39.7045
OD,pt350,115.1268,283.2372,39.7045
OD,pt351,115.1293,283.2385,39.7045
OD,pt352,115.1328,283.2404,39.7045
OD,pt353,115.1361,283.2421,39.7045
OD,pt354,115.1387,283.2436,39.7045
OD,pt355,115.1420,283.2454,39.7045
OD,pt356,115.1451,283.2472,39.7045
OD,pt357,115.1479,283.2488,39.7045
OD,pt358,115.1513,283.2506,39.7045
OD,pt359,115.1542,283.2522,39.7045
OD,pt360,115.1572,283.2539,39.7045
OD,pt361,115.1605,283.2558,39.7045
OD,pt362,115.1631,283.2573,39.7045
OD,pt363,115.1664,283.2592,39.7045
OD,pt364,115.1698,283.2610,39.7045
OD,pt365,115.1722,283.2623,39.7045
OD,pt366,115.1756,283.2641,39.7045
OD,pt367,115.1789,283.2660,39.7045
OD,pt368,115.1815,283.2674,39.7045
OD,pt369,115.1848,283.2693,39.7045
OD,pt370,115.1880,283.2710,39.7045
OD,pt371,115.1907,283.2726,39.7045
OD,pt372,115.1941,283.2744,39.7045
OD,pt373,115.1970,283.2761,39.7045
OD,pt374,115.2000,283.2777,39.7045
OD,pt375,115.2034,283.2795,39.7045
OD,pt376,115.2061,283.2811,39.7045
OD,pt377,115.2093,283.2829,39.7045
OD,pt378,115.2126,283.2847,39.7045
OD,pt379,115.2151,283.2861,39.7045
OD,pt380,115.2184,283.2880,39.7045
OD,pt381,115.2217,283.2899,39.7045
OD,pt382,115.2242,283.2913,39.7045
OD,pt383,115.2275,283.2932,39.7045
OD,pt384,115.2307,283.2950,39.7045
OD,pt385,115.2334,283.2965,39.7045
OD,pt386,115.2369,283.2983,39.7045
OD,pt387,115.2399,283.2999,39.7045
OD,pt388,115.2428,283.3015,39.7045
OD,pt389,115.2461,283.3034,39.7045
OD,pt390,115.2489,283.3050,39.7045
OD,pt391,115.2520,283.3067,39.7045
OD,pt392,115.2554,283.3086,39.7045
OD,pt393,115.2580,283.3100,39.7045
OD,pt394,115.2613,283.3117,39.7045
OD,pt395,115.2647,283.3136,39.7045
OD,pt396,115.2672,283.3149,39.7045
OD,pt397,115.2706,283.3168,39.7045
OD,pt398,115.2739,283.3186,39.7045
OD,pt399,115.2764,283.3200,39.7045
OD,pt400,115.2797,283.3219,39.7045
OD,pt401,115.2830,283.3237,39.7045
OD,pt402,115.2857,283.3252,39.7045
OD,pt403,115.2890,283.3270,39.7045
OD,pt404,115.2921,283.3287,39.7045
OD,pt405,115.2950,283.3303,39.7045
OD,pt406,115.2983,283.3322,39.7045
OD,pt407,115.3011,283.3338,39.7045
OD,pt408,115.3042,283.3355,39.7045
OD,pt409,115.3076,283.3374,39.7045
OD,pt410,115.3101,283.3388,39.7045
OD,pt411,115.3135,283.3406,39.7045
OD,pt412,115.3169,283.3425,39.7045
OD,pt413,115.3193,283.3438,39.7045
OD,pt414,115.3227,283.3456,39.7045
OD,pt415,115.3261,283.3475,39.7045
OD,pt416,115.3286,283.3489,39.7045
OD,pt417,115.3318,283.3508,39.7045
OD,pt418,115.3350,283.3525,39.7045
OD,pt419,115.3378,283.3541,39.7045
OD,pt420,115.3412,283.3559,39.7045
OD,pt421,115.3442,283.3575,39.7045
OD,pt422,115.3471,283.3591,39.7045
OD,pt423,115.3505,283.3610,39.7045
OD,pt424,115.3533,283.3625,39.7045
OD,pt425,115.3564,283.3642,39.7045
OD,pt426,115.3598,283.3661,39.7045
OD,pt427,115.3624,283.3675,39.7045
OD,pt428,115.3657,283.3693,39.7045
OD,pt429,115.3691,283.3712,39.7045
OD,pt430,115.3715,283.3725,39.7045
OD,pt431,115.3749,283.3744,39.7045
OD,pt432,115.3783,283.3762,39.7045
OD,pt433,115.3808,283.3776,39.7045
OD,pt434,115.3841,283.3795,39.7045
OD,pt435,115.3873,283.3813,39.7045
OD,pt436,115.3900,283.3828,39.7045
OD,pt437,115.3933,283.3847,39.7045
OD,pt438,115.3962,283.3864,39.7045
OD,pt439,115.3993,283.3880,39.7045
OD,pt440,115.4026,283.3899,39.7045
OD,pt441,115.4054,283.3914,39.7045
OD,pt442,115.4086,283.3931,39.7045
OD,pt443,115.4120,283.3949,39.7045
OD,pt444,115.4146,283.3963,39.7045
OD,pt445,115.4179,283.3982,39.7045
OD,pt446,115.4213,283.4000,39.7045
OD,pt447,115.4237,283.4013,39.7045
OD,pt448,115.4270,283.4032,39.7045
OD,pt449,115.4304,283.4051,39.7045
OD,pt450,115.4329,283.4065,39.7045
OD,pt451,115.4363,283.4083,39.7045
OD,pt452,115.4395,283.4101,39.7045
OD,pt453,115.4422,283.4116,39.7045
OD,pt454,115.4408,283.4177,39.7045
OD,pt455,115.4432,283.4190,39.7045
OD,pt456,115.4466,283.4209,39.7045
OD,pt457,115.4500,283.4227,39.7045
OD,pt458,115.4525,283.4241,39.7045
OD,pt459,115.4558,283.4260,39.7045
OD,pt460,115.4591,283.4277,39.7045
OD,pt461,115.4618,283.4292,39.7045
OD,pt462,115.4652,283.4310,39.7045
OD,pt463,115.4683,283.4327,39.7045
OD,pt464,115.4711,283.4342,39.7045
OD,pt465,115.4744,283.4361,39.7045
OD,pt466,115.4773,283.4377,39.7045
OD,pt467,115.4804,283.4394,39.7045
OD,pt468,115.4837,283.4413,39.7045
OD,pt469,115.4864,283.4427,39.7045
OD,pt470,115.4897,283.4445,39.7045
OD,pt471,115.4930,283.4463,39.7045
OD,pt472,115.4955,283.4477,39.7045
OD,pt473,115.4989,283.4496,39.7045
OD,pt474,115.5022,283.4514,39.7045
OD,pt475,115.5047,283.4528,39.7045
OD,pt476,115.5081,283.4547,39.7045
OD,pt477,115.5114,283.4564,39.7045
OD,pt478,115.5140,283.4579,39.7045
OD,pt479,115.5174,283.4597,39.7045
OD,pt480,115.5205,283.4614,39.7045
OD,pt481,115.5233,283.4630,39.7045
OD,pt482,115.5266,283.4648,39.7045
OD,pt483,115.5295,283.4665,39.7045
OD,pt484,115.5326,283.4682,39.7045
OD,pt485,115.5358,283.4701,39.7045
OD,pt486,115.5384,283.4715,39.7045
OD,pt487,115.5418,283.4734,39.7045
OD,pt488,115.5451,283.4752,39.7045
OD,pt489,115.5476,283.4765,39.7045
OD,pt490,115.5510,283.4784,39.7045
OD,pt491,115.5545,283.4801,39.7045
OD,pt492,115.5569,283.4814,39.7045
OD,pt493,115.5603,283.4833,39.7045
OD,pt494,115.5636,283.4851,39.7045
OD,pt495,115.5662,283.4866,39.7045
OD,pt496,115.5695,283.4885,39.7045
OD,pt497,115.5726,283.4902,39.7045
OD,pt498,115.5755,283.4918,39.7045
OD,pt499,115.5788,283.4936,39.7045
OD,pt500,115.5817,283.4952,39.7045
OD,pt501,115.5848,283.4969,39.7045
OD,pt502,115.5881,283.4987,39.7045
OD,pt503,115.5908,283.5002,39.7045
OD,pt504,115.5941,283.5019,39.7045
OD,pt505,115.5975,283.5037,39.7045
OD,pt506,115.6001,283.5051,39.7045
OD,pt507,115.6034,283.5069,39.7045
OD,pt508,115.6069,283.5087,39.7045
OD,pt509,115.6093,283.5100,39.7045
OD,pt510,115.6127,283.5119,39.7045
OD,pt511,115.6162,283.5137,39.7045
OD,pt512,115.6186,283.5150,39.7045
OD,pt513,115.6220,283.5168,39.7045
OD,pt514,115.6254,283.5186,39.7045
OD,pt515,115.6280,283.5200,39.7045
OD,pt516,115.6313,283.5219,39.7045
OD,pt517,115.6344,283.5236,39.7045
OD,pt518,115.6372,283.5252,39.7045
OD,pt519,115.6405,283.5271,39.7045
OD,pt520,115.6434,283.5287,39.7045
OD,pt521,115.6465,283.5304,39.7045
OD,pt522,115.6499,283.5322,39.7045
OD,pt523,115.6526,283.5336,39.7045
OD,pt524,115.6558,283.5354,39.7045
OD,pt525,115.6592,283.5372,39.7045
OD,pt526,115.6618,283.5386,39.7045
OD,pt527,115.6651,283.5405,39.7045
OD,pt528,115.6684,283.5423,39.7045
OD,pt529,115.6708,283.5437,39.7045
OD,pt530,115.6742,283.5455,39.7045
OD,pt531,115.6776,283.5473,39.7045
OD,pt532,115.6802,283.5487,39.7045
OD,pt533,115.6836,283.5506,39.7045
OD,pt534,115.6868,283.5523,39.7045
OD,pt535,115.6895,283.5538,39.7045
OD,pt536,115.6929,283.5557,39.7045
OD,pt537,115.6958,283.5573,39.7045
OD,pt538,115.6988,283.5589,39.7045
OD,pt539,115.7022,283.5607,39.7045
OD,pt540,115.7050,283.5623,39.7045
OD,pt541,115.7081,283.5639,39.7045
OD,pt542,115.7115,283.5658,39.7045
OD,pt543,115.7142,283.5672,39.7045
OD,pt544,115.7175,283.5690,39.7045
OD,pt545,115.7209,283.5708,39.7045
OD,pt546,115.7234,283.5722,39.7045
OD,pt547,115.7268,283.5740,39.7045
OD,pt548,115.7301,283.5759,39.7045
OD,pt549,115.7325,283.5772,39.7045
OD,pt550,115.7359,283.5791,39.7045
OD,pt551,115.7392,283.5809,39.7045
OD,pt552,115.7418,283.5823,39.7045
OD,pt553,115.7453,283.5841,39.7045
OD,pt554,115.7485,283.5858,39.7045
OD,pt555,115.7512,283.5872,39.7045
OD,pt556,115.7546,283.5891,39.7045
OD,pt557,115.7577,283.5907,39.7045
OD,pt558,115.7606,283.5923,39.7045
OD,pt559,115.7639,283.5942,39.7045
OD,pt560,115.7668,283.5957,39.7045
OD,pt561,115.7699,283.5974,39.7045
OD,pt562,115.7733,283.5992,39.7045
OD,pt563,115.7761,283.6007,39.7045
OD,pt564,115.7792,283.6024,39.7045
OD,pt565,115.7826,283.6042,39.7045
OD,pt566,115.7852,283.6056,39.7045
OD,pt567,115.7886,283.6075,39.7045
OD,pt568,115.7919,283.6093,39.7045
OD,pt569,115.7943,283.6106,39.7045
OD,pt570,115.7977,283.6125,39.7045
OD,pt571,115.8011,283.6143,39.7045
OD,pt572,115.8036,283.6157,39.7045
OD,pt573,115.8071,283.6175,39.7045
OD,pt574,115.8104,283.6192,39.7045
OD,pt575,115.8130,283.6206,39.7045
OD,pt576,115.8164,283.6225,39.7045
OD,pt577,115.8196,283.6242,39.7045
OD,pt578,115.8224,283.6256,39.7045
OD,pt579,115.8258,283.6274,39.7045
OD,pt580,115.8288,283.6291,39.7045
OD,pt581,115.8317,283.6307,39.7045
OD,pt582,115.8351,283.6325,39.7045
OD,pt583,115.8380,283.6340,39.7045
OD,pt584,115.8411,283.6357,39.7045
OD,pt585,115.8445,283.6375,39.7045
OD,pt586,115.8472,283.6390,39.7045
OD,pt587,115.8504,283.6407,39.7045
OD,pt588,115.8538,283.6426,39.7045
OD,pt589,115.8564,283.6439,39.7045
OD,pt590,115.8597,283.6458,39.7045
OD,pt591,115.8631,283.6476,39.7045
OD,pt592,115.8656,283.6489,39.7045
OD,pt593,115.8689,283.6508,39.7045
OD,pt594,115.8723,283.6526,39.7045
OD,pt595,115.8748,283.6540,39.7045
OD,pt596,115.8782,283.6558,39.7045
OD,pt597,115.8815,283.6576,39.7045
OD,pt598,115.8842,283.6590,39.7045
OD,pt599,115.8875,283.6609,39.7045
OD,pt600,115.8906,283.6626,39.7045
OD,pt601,115.8935,283.6641,39.7045
OD,pt602,115.8969,283.6659,39.7045
OD,pt603,115.8998,283.6675,39.7045
OD,pt604,115.9028,283.6691,39.7045
OD,pt605,115.9062,283.6710,39.7045
OD,pt606,115.9090,283.6725,39.7045
OD,pt607,115.9121,283.6741,39.7045
OD,pt608,115.9156,283.6759,39.7045
OD,pt609,115.9182,283.6774,39.7045
OD,pt610,115.9215,283.6792,39.7045
OD,pt611,115.9249,283.6810,39.7045
OD,pt612,115.9274,283.6824,39.7045
OD,pt613,115.9308,283.6842,39.7045
OD,pt614,115.9343,283.6860,39.7045
OD,pt615,115.9367,283.6873,39.7045
OD,pt616,115.9401,283.6891,39.7045
OD,pt617,115.9436,283.6909,39.7045
OD,pt618,115.9460,283.6922,39.7045
OD,pt619,115.9494,283.6941,39.7045
OD,pt620,115.9527,283.6959,39.7045
OD,pt621,115.9553,283.6973,39.7045
OD,pt622,115.9588,283.6992,39.7045
OD,pt623,115.9619,283.7008,39.7045
OD,pt624,115.9647,283.7023,39.7045
OD,pt625,115.9681,283.7042,39.7045
OD,pt626,115.9711,283.7058,39.7045
OD,pt627,115.9740,283.7074,39.7045
OD,pt628,115.9775,283.7092,39.7045
OD,pt629,115.9803,283.7107,39.7045
OD,pt630,115.9834,283.7124,39.7045
OD,pt631,115.9868,283.7142,39.7045
OD,pt632,115.9895,283.7157,39.7045
