"Point 8: Location X",142.9663
"Point 8: Location Y",233.9892
"Point 8: Location Z",37.7155
"Point 8: 3D MCS Points",142.9663,233.9892,37.7155
"Point 9: Location X",143.0290
"Point 9: Location Y",232.3502
"Point 9: Location Z",37.4685
"Point 9: 3D MCS Points",143.0290,232.3502,37.4685
"Line 10: 3D MCS Points"
142.9663,233.9892,37.7155
143.0290,232.3502,37.4685
"Circle OD: Center X",143.1233
"Circle OD: Center Y",233.0849
"Circle OD: Center Z",40.1423
"Circle OD: 3D MCS Points"
114.0700,282.6330,39.7045
114.0727,282.6346,39.7045
114.0759,282.6365,39.7045
114.0792,282.6384,39.7045
114.0816,282.6397,39.7045
114.0848,282.6416,39.7045
114.0880,282.6435,39.7045
114.0907,282.6451,39.7045
114.0940,282.6470,39.7045
114.0969,282.6487,39.7045
114.0999,282.6504,39.7045
114.1031,282.6523,39.7045
114.1058,282.6538,39.7045
114.1090,282.6557,39.7045
114.1122,282.6576,39.7045
114.1147,282.6591,39.7045
114.1178,282.6610,39.7045
114.1210,282.6628,39.7045
114.1238,282.6645,39.7045
114.1270,282.6663,39.7045
114.1299,282.6680,39.7045
114.1330,282.6697,39.7045
114.1363,282.6716,39.7045
114.1388,282.6731,39.7045
114.1421,282.6749,39.7045
114.1453,282.6768,39.7045
114.1478,282.6783,39.7045
114.1510,282.6802,39.7045
114.1540,282.6821,39.7045
114.1569,282.6838,39.7045
114.1601,282.6857,39.7045
114.1628,282.6873,39.7045
114.1660,282.6892,39.7045
114.1693,282.6911,39.7045
114.1717,282.6924,39.7045
114.1749,282.6943,39.7045
114.1781,282.6962,39.7045
114.1808,282.6978,39.7045
114.1840,282.6997,39.7045
114.1870,282.7014,39.7045
114.1900,282.7031,39.7045
114.1932,282.7050,39.7045
114.1959,282.7065,39.7045
114.1990,282.7084,39.7045
114.2022,282.7104,39.7045
114.2047,282.7119,39.7045
114.2079,282.7138,39.7045
114.2109,282.7156,39.7045
114.2138,282.7173,39.7045
114.2170,282.7192,39.7045
114.2197,282.7208,39.7045
114.2229,282.7227,39.7045
114.2261,282.7246,39.7045
114.2285,282.7260,39.7045
114.2319,282.7278,39.7045
114.2352,282.7297,39.7045
114.2378,282.7311,39.7045
114.2411,282.7329,39.7045
114.2442,282.7347,39.7045
114.2471,282.7364,39.7045
114.2503,282.7383,39.7045
114.2530,282.7399,39.7045
114.2562,282.7418,39.7045
114.2594,282.7437,39.7045
114.2618,282.7451,39.7045
114.2651,282.7469,39.7045
114.2683,282.7488,39.7045
114.2710,282.7504,39.7045
114.2743,282.7522,39.7045
114.2773,282.7539,39.7045
114.2802,282.7556,39.7045
114.2835,282.7575,39.7045
114.2862,282.7591,39.7045
114.2894,282.7609,39.7045
114.2926,282.7628,39.7045
114.2951,282.7642,39.7045
114.2983,282.7661,39.7045
114.3016,282.7680,39.7045
114.3042,282.7695,39.7045
114.3074,282.7714,39.7045
114.3105,282.7731,39.7045
114.3134,282.7748,39.7045
114.3166,282.7767,39.7045
114.3193,282.7783,39.7045
114.3225,282.7801,39.7045
114.3258,282.7820,39.7045
114.3282,282.7834,39.7045
114.3315,282.7852,39.7045
114.3347,282.7871,39.7045
114.3374,282.7887,39.7045
114.3406,282.7906,39.7045
114.3435,282.7923,39.7045
114.3465,282.7941,39.7045
114.3497,282.7960,39.7045
114.3524,282.7975,39.7045
114.3557,282.7993,39.7045
114.3590,282.8012,39.7045
114.3614,282.8025,39.7045
114.3647,282.8044,39.7045
114.3679,282.8063,39.7045
114.3706,282.8078,39.7045
114.3738,282.8097,39.7045
114.3768,282.8114,39.7045
114.3797,282.8132,39.7045
114.3830,282.8150,39.7045
114.3857,282.8166,39.7045
114.3889,282.8184,39.7045
114.3922,282.8203,39.7045
114.3946,282.8217,39.7045
114.3978,282.8236,39.7045
114.4011,282.8255,39.7045
114.4037,282.8270,39.7045
114.4070,282.8289,39.7045
114.4099,282.8306,39.7045
114.4129,282.8324,39.7045
114.4162,282.8342,39.7045
114.4188,282.8358,39.7045
114.4221,282.8376,39.7045
114.4253,282.8395,39.7045
114.4277,282.8409,39.7045
114.4310,282.8428,39.7045
114.4342,282.8447,39.7045
114.4369,282.8463,39.7045
114.4401,282.8481,39.7045
114.4430,282.8498,39.7045
114.4460,282.8516,39.7045
114.4493,282.8535,39.7045
114.4519,282.8550,39.7045
114.4552,282.8568,39.7045
114.4584,282.8587,39.7045
114.4609,282.8602,39.7045
114.4641,282.8621,39.7045
114.4672,282.8639,39.7045
114.4700,282.8655,39.7045
114.4733,282.8674,39.7045
114.4762,282.8690,39.7045
114.4792,282.8707,39.7045
114.4826,282.8725,39.7045
114.4852,282.8740,39.7045
114.4884,282.8759,39.7045
114.4916,282.8778,39.7045
114.4941,282.8793,39.7045
114.4973,282.8812,39.7045
114.5005,282.8830,39.7045
114.5032,282.8845,39.7045
114.5066,282.8864,39.7045
114.5096,282.8880,39.7045
114.5125,282.8897,39.7045
114.5158,282.8916,39.7045
114.5185,282.8932,39.7045
114.5217,282.8950,39.7045
114.5250,282.8969,39.7045
114.5274,282.8983,39.7045
114.5306,282.9002,39.7045
114.5339,282.9021,39.7045
114.5365,282.9036,39.7045
114.5398,282.9054,39.7045
114.5428,282.9072,39.7045
114.5457,282.9088,39.7045
114.5490,282.9107,39.7045
114.5517,282.9123,39.7045
114.5549,282.9141,39.7045
114.5582,282.9159,39.7045
114.5607,282.9173,39.7045
114.5641,282.9192,39.7045
114.5674,282.9211,39.7045
114.5699,282.9224,39.7045
114.5732,282.9242,39.7045
114.5765,282.9261,39.7045
114.5792,282.9276,39.7045
114.5824,282.9295,39.7045
114.5853,282.9312,39.7045
114.5883,282.9329,39.7045
114.5916,282.9348,39.7045
114.5942,282.9363,39.7045
114.5975,282.9382,39.7045
114.6008,282.9400,39.7045
114.6032,282.9414,39.7045
114.6065,282.9432,39.7045
114.6098,282.9451,39.7045
114.6124,282.9466,39.7045
114.6157,282.9485,39.7045
114.6187,282.9503,39.7045
114.6216,282.9519,39.7045
114.6249,282.9538,39.7045
114.6276,282.9554,39.7045
114.6308,282.9572,39.7045
114.6340,282.9591,39.7045
114.6365,282.9605,39.7045
114.6398,282.9624,39.7045
114.6430,282.9643,39.7045
114.6456,282.9658,39.7045
114.6489,282.9676,39.7045
114.6519,282.9694,39.7045
114.6548,282.9710,39.7045
114.6581,282.9728,39.7045
114.6609,282.9744,39.7045
114.6641,282.9762,39.7045
114.6673,282.9781,39.7045
114.6698,282.9796,39.7045
114.6731,282.9814,39.7045
114.6765,282.9833,39.7045
114.6789,282.9847,39.7045
114.6822,282.9866,39.7045
114.6853,282.9884,39.7045
114.6881,282.9900,39.7045
114.6914,282.9919,39.7045
114.6943,282.9935,39.7045
114.6973,282.9952,39.7045
114.7006,282.9971,39.7045
114.7033,282.9986,39.7045
114.7065,283.0004,39.7045
114.7098,283.0023,39.7045
114.7122,283.0037,39.7045
114.7155,283.0055,39.7045
114.7189,283.0074,39.7045
114.7215,283.0088,39.7045
114.7247,283.0107,39.7045
114.7278,283.0125,39.7045
114.7307,283.0142,39.7045
114.7338,283.0161,39.7045
114.7365,283.0177,39.7045
114.7398,283.0196,39.7045
114.7430,283.0215,39.7045
114.7454,283.0228,39.7045
114.7487,283.0247,39.7045
114.7521,283.0265,39.7045
114.7547,283.0279,39.7045
114.7580,283.0298,39.7045
114.7612,283.0315,39.7045
114.7640,283.0330,39.7045
114.7673,283.0349,39.7045
114.7702,283.0366,39.7045
114.7732,283.0383,39.7045
114.7765,283.0401,39.7045
114.7792,283.0416,39.7045
114.7825,283.0434,39.7045
114.7858,283.0453,39.7045
114.7882,283.0467,39.7045
114.7915,283.0486,39.7045
114.7947,283.0505,39.7045
114.7973,283.0520,39.7045
114.8006,283.0538,39.7045
114.8036,283.0556,39.7045
114.8065,283.0572,39.7045
114.8098,283.0591,39.7045
114.8127,283.0606,39.7045
114.8158,283.0624,39.7045
114.8191,283.0642,39.7045
114.8217,283.0657,39.7045
114.8250,283.0675,39.7045
114.8283,283.0694,39.7045
114.8307,283.0708,39.7045
114.8340,283.0727,39.7045
114.8372,283.0745,39.7045
114.8399,283.0760,39.7045
114.8433,283.0779,39.7045
114.8463,283.0795,39.7045
114.8492,283.0811,39.7045
114.8525,283.0830,39.7045
114.8553,283.0846,39.7045
114.8584,283.0864,39.7045
114.8617,283.0883,39.7045
114.8642,283.0897,39.7045
114.8675,283.0916,39.7045
114.8707,283.0935,39.7045
114.8733,283.0949,39.7045
114.8766,283.0967,39.7045
114.8798,283.0985,39.7045
114.8825,283.1000,39.7045
114.8858,283.1019,39.7045
114.8888,283.1036,39.7045
114.8918,283.1053,39.7045
114.8951,283.1071,39.7045
114.8978,283.1086,39.7045
114.9010,283.1104,39.7045
114.9044,283.1122,39.7045
114.9070,283.1136,39.7045
114.9103,283.1154,39.7045
114.9137,283.1173,39.7045
114.9160,283.1187,39.7045
114.9193,283.1206,39.7045
114.9224,283.1225,39.7045
114.9252,283.1241,39.7045
114.9284,283.1259,39.7045
114.9313,283.1276,39.7045
114.9344,283.1293,39.7045
114.9376,283.1312,39.7045
114.9403,283.1327,39.7045
114.9436,283.1346,39.7045
114.9469,283.1364,39.7045
114.9492,283.1378,39.7045
114.9525,283.1397,39.7045
114.9558,283.1415,39.7045
114.9585,283.1430,39.7045
114.9618,283.1449,39.7045
114.9648,283.1466,39.7045
114.9677,283.1482,39.7045
114.9710,283.1501,39.7045
114.9738,283.1517,39.7045
114.9769,283.1534,39.7045
114.9803,283.1553,39.7045
114.9828,283.1567,39.7045
114.9861,283.1586,39.7045
114.9894,283.1605,39.7045
114.9919,283.1618,39.7045
114.9952,283.1637,39.7045
114.9985,283.1655,39.7045
115.0012,283.1669,39.7045
115.0045,283.1688,39.7045
115.0076,283.1705,39.7045
115.0104,283.1721,39.7045
115.0137,283.1740,39.7045
115.0166,283.1756,39.7045
115.0197,283.1773,39.7045
115.0230,283.1792,39.7045
115.0256,283.1806,39.7045
115.0289,283.1824,39.7045
115.0323,283.1843,39.7045
115.0347,283.1856,39.7045
115.0380,283.1875,39.7045
115.0413,283.1894,39.7045
115.0439,283.1907,39.7045
115.0473,283.1926,39.7045
115.0505,283.1943,39.7045
115.0532,283.1959,39.7045
115.0565,283.1978,39.7045
115.0594,283.1994,39.7045
115.0624,283.2011,39.7045
115.0657,283.2030,39.7045
115.0684,283.2045,39.7045
115.0717,283.2063,39.7045
115.0750,283.2082,39.7045
115.0774,283.2096,39.7045
115.0807,283.2114,39.7045
115.0840,283.2133,39.7045
115.0866,283.2148,39.7045
115.0899,283.2166,39.7045
115.0930,283.2184,39.7045
115.0958,283.2200,39.7045
115.0992,283.2218,39.7045
115.1021,283.2234,39.7045
115.1051,283.2251,39.7045
115.1085,283.2269,39.7045
115.1112,283.2284,39.7045
115.1144,283.2302,39.7045
115.1177,283.2321,39.7045
115.1202,283.2335,39.7045
115.1235,283.2354,39.7045
115.1268,283.2372,39.7045
115.1293,283.2385,39.7045
115.1328,283.2404,39.7045
115.1361,283.2421,39.7045
115.1387,283.2436,39.7045
115.1420,283.2454,39.7045
115.1451,283.2472,39.7045
115.1479,283.2488,39.7045
115.1513,283.2506,39.7045
115.1542,283.2522,39.7045
115.1572,283.2539,39.7045
115.1605,283.2558,39.7045
115.1631,283.2573,39.7045
115.1664,283.2592,39.7045
115.1698,283.2610,39.7045
115.1722,283.2623,39.7045
115.1756,283.2641,39.7045
115.1789,283.2660,39.7045
115.1815,283.2674,39.7045
115.1848,283.2693,39.7045
115.1880,283.2710,39.7045
115.1907,283.2726,39.7045
115.1941,283.2744,39.7045
115.1970,283.2761,39.7045
115.2000,283.2777,39.7045
115.2034,283.2795,39.7045
115.2061,283.2811,39.7045
115.2093,283.2829,39.7045
115.2126,283.2847,39.7045
115.2151,283.2861,39.7045
115.2184,283.2880,39.7045
115.2217,283.2899,39.7045
115.2242,283.2913,39.7045
115.2275,283.2932,39.7045
115.2307,283.2950,39.7045
115.2334,283.2965,39.7045
115.2369,283.2983,39.7045
115.2399,283.2999,39.7045
115.2428,283.3015,39.7045
115.2461,283.3034,39.7045
115.2489,283.3050,39.7045
115.2520,283.3067,39.7045
115.2554,283.3086,39.7045
115.2580,283.3100,39.7045
115.2613,283.3117,39.7045
115.2647,283.3136,39.7045
115.2672,283.3149,39.7045
115.2706,283.3168,39.7045
115.2739,283.3186,39.7045
115.2764,283.3200,39.7045
115.2797,283.3219,39.7045
115.2830,283.3237,39.7045
115.2857,283.3252,39.7045
115.2890,283.3270,39.7045
115.2921,283.3287,39.7045
115.2950,283.3303,39.7045
115.2983,283.3322,39.7045
115.3011,283.3338,39.7045
115.3042,283.3355,39.7045
115.3076,283.3374,39.7045
115.3101,283.3388,39.7045
115.3135,283.3406,39.7045
115.3169,283.3425,39.7045
115.3193,283.3438,39.7045
115.3227,283.3456,39.7045
115.3261,283.3475,39.7045
115.3286,283.3489,39.7045
115.3318,283.3508,39.7045
115.3350,283.3525,39.7045
115.3378,283.3541,39.7045
115.3412,283.3559,39.7045
115.3442,283.3575,39.7045
115.3471,283.3591,39.7045
115.3505,283.3610,39.7045
115.3533,283.3625,39.7045
115.3564,283.3642,39.7045
115.3598,283.3661,39.7045
115.3624,283.3675,39.7045
115.3657,283.3693,39.7045
115.3691,283.3712,39.7045
